Species_Tissue;Time;Treatment;Value
Cucumber_Shoot;14;C;4.043
Cucumber_Shoot;14;C;6.943
Cucumber_Shoot;14;C;3.803
Cucumber_Shoot;14;C;4.701
Cucumber_Shoot;14;C;6.606
Cucumber_Shoot;14;C;5.12
Cucumber_Shoot;14;P;2.996
Cucumber_Shoot;14;P;3.369
Cucumber_Shoot;14;P;4.996
Cucumber_Shoot;14;P;3.613
Cucumber_Shoot;14;P;3.586
Cucumber_Shoot;14;P;2.639
Cucumber_Shoot;14;P;5.302
Cucumber_Shoot;14;Fe;6.713
Cucumber_Shoot;14;Fe;4.614
Cucumber_Shoot;14;Fe;9.119
Cucumber_Shoot;14;Fe;2.901
Cucumber_Shoot;14;Fe;2.589
Cucumber_Shoot;14;Fe;5.605
Cucumber_Shoot;14;Fe;6.424
Cucumber_Shoot;14;P/Fe;3.167
Cucumber_Shoot;14;P/Fe;3.046
Cucumber_Shoot;14;P/Fe;2.439
Cucumber_Shoot;14;P/Fe;3.26
Cucumber_Shoot;14;P/Fe;3.629
Cucumber_Shoot;14;P/Fe;3.639
Cucumber_Shoot;14;P/Fe;3.704
Maize_Root;0;C;0.542
Maize_Root;0;C;0.184
Maize_Root;0;C;0.491
Maize_Root;0;C;0.789
Maize_Root;0;C;0.338
Maize_Root;0;C;0.569
Maize_Root;0;C;0.673
Maize_Root;0;P;0.733
Maize_Root;0;P;0.328
Maize_Root;0;P;0.384
Maize_Root;0;P;0.228
Maize_Root;0;P;0.29
Maize_Root;0;P;0.387
Maize_Root;0;P;0.314
Maize_Root;0;Fe;0.317
Maize_Root;0;Fe;0.254
Maize_Root;0;Fe;0.234
Maize_Root;0;Fe;0.39
Maize_Root;0;Fe;0.13
Maize_Root;0;Fe;0.337
Maize_Root;0;Fe;0.121
Maize_Root;0;P/Fe;0.267
Maize_Root;0;P/Fe;0.361
Maize_Root;0;P/Fe;0.524
Maize_Root;0;P/Fe;0.302
Maize_Root;0;P/Fe;0.393
Maize_Root;0;P/Fe;0.562
Maize_Root;0;P/Fe;0.219
Maize_Root;2;C;0.415
Maize_Root;2;C;0.686
Maize_Root;2;C;0.843
Maize_Root;2;C;0.521
Maize_Root;2;C;0.381
Maize_Root;2;C;0.34
Maize_Root;2;C;0.836
Maize_Root;2;P;0.578
Maize_Root;2;P;0.543
Maize_Root;2;P;0.553
Maize_Root;2;P;0.457
Maize_Root;2;P;0.792
Maize_Root;2;P;0.724
Maize_Root;2;P;0.714
Maize_Root;2;Fe;0.662
Maize_Root;2;Fe;0.425
Maize_Root;2;Fe;0.526
Maize_Root;2;Fe;0.654
Maize_Root;2;Fe;0.283
Maize_Root;2;Fe;0.874
Maize_Root;2;Fe;0.551
Maize_Root;2;P/Fe;0.499
Maize_Root;2;P/Fe;0.3
Maize_Root;2;P/Fe;0.463
Maize_Root;2;P/Fe;0.728
Maize_Root;2;P/Fe;0.963
Maize_Root;2;P/Fe;0.586
Maize_Root;2;P/Fe;0.789
Maize_Root;4;C;0.636
Maize_Root;4;C;0.845
Maize_Root;4;C;0.846
Maize_Root;4;C;0.597
Maize_Root;4;C;0.389
Maize_Root;4;C;0.251
Maize_Root;4;C;0.673
Maize_Root;4;P;0.281
Maize_Root;4;P;1.044
Maize_Root;4;P;0.869
Maize_Root;4;P;0.654
Maize_Root;4;P;0.284
Maize_Root;4;P;0.796
Maize_Root;4;P;0.972
Maize_Root;4;Fe;1.299
Maize_Root;4;Fe;0.468
Maize_Root;4;Fe;0.692
Maize_Root;4;Fe;1.147
Maize_Root;4;Fe;0.852
Maize_Root;4;Fe;0.493
Maize_Root;4;Fe;0.426
Maize_Root;4;P/Fe;0.371
Maize_Root;4;P/Fe;0.86
Maize_Root;4;P/Fe;0.355
Maize_Root;4;P/Fe;0.725
Maize_Root;4;P/Fe;0.812
Maize_Root;4;P/Fe;0.52
Maize_Root;4;P/Fe;0.919
Maize_Root;7;C;0.912
Maize_Root;7;C;0.487
Maize_Root;7;C;0.728
Maize_Root;7;C;0.436
Maize_Root;7;C;0.987
Maize_Root;7;C;1.024
Maize_Root;7;C;0.473
Maize_Root;7;P;1.188
Maize_Root;7;P;1.478
Maize_Root;7;P;0.483
Maize_Root;7;P;0.597
Maize_Root;7;P;0.304
Maize_Root;7;P;0.614
Maize_Root;7;P;1.021
Maize_Root;7;Fe;0.855
Maize_Root;7;Fe;0.383
Maize_Root;7;Fe;0.626
Maize_Root;7;Fe;0.404
Maize_Root;7;Fe;0.979
Maize_Root;7;Fe;0.801
Maize_Root;7;Fe;0.984
Maize_Root;7;P/Fe;0.282
Maize_Root;7;P/Fe;0.963
Maize_Root;7;P/Fe;1.412
Maize_Root;7;P/Fe;0.501
Maize_Root;7;P/Fe;0.261
Maize_Root;7;P/Fe;0.705
Maize_Root;7;P/Fe;0.442
Maize_Root;9;C;0.723
Maize_Root;9;C;0.78
Maize_Root;9;C;1.375
Maize_Root;9;C;1.394
Maize_Root;9;C;0.581
Maize_Root;9;C;0.606
Maize_Root;9;C;0.932
Maize_Root;9;P;0.452
Maize_Root;9;P;1.051
Maize_Root;9;P;1.03
Maize_Root;9;P;0.797
Maize_Root;9;P;0.498
Maize_Root;9;P;0.536
Maize_Root;9;P;1.59
Maize_Root;9;Fe;1.266
Maize_Root;9;Fe;1.358
Maize_Root;9;Fe;1.195
Maize_Root;9;Fe;1.365
Maize_Root;9;Fe;0.324
Maize_Root;9;Fe;1.04
Maize_Root;9;Fe;0.865
Maize_Root;9;P/Fe;0.802
Maize_Root;9;P/Fe;0.765
Maize_Root;9;P/Fe;1.515
Maize_Root;9;P/Fe;0.842
Maize_Root;9;P/Fe;1.044
Maize_Root;9;P/Fe;1.022
Maize_Root;9;P/Fe;1.417
Maize_Root;11;C;1.186
Maize_Root;11;C;0.524
Maize_Root;11;C;1.308
Maize_Root;11;C;1.596
Maize_Root;11;C;0.701
Maize_Root;11;C;0.769
Maize_Root;11;C;1.131
Maize_Root;11;P;1.347
Maize_Root;11;P;0.452
Maize_Root;11;P;1.229
Maize_Root;11;P;0.581
Maize_Root;11;P;1.775
Maize_Root;11;P;0.52
Maize_Root;11;P;1.43
Maize_Root;11;Fe;1.954
Maize_Root;11;Fe;0.542
Maize_Root;11;Fe;1.359
Maize_Root;11;Fe;1.297
Maize_Root;11;Fe;1.626
Maize_Root;11;Fe;2.244
Maize_Root;11;Fe;0.803
Maize_Root;11;P/Fe;0.473
Maize_Root;11;P/Fe;1.468
Maize_Root;11;P/Fe;1.894
Maize_Root;11;P/Fe;1.946
Maize_Root;11;P/Fe;0.921
Maize_Root;11;P/Fe;1.594
Maize_Root;11;P/Fe;0.346
Maize_Root;14;C;1.905
Maize_Root;14;C;0.58
Maize_Root;14;C;2.176
Maize_Root;14;C;1.074
Maize_Root;14;C;0.844
Maize_Root;14;C;1.053
Maize_Root;14;C;1.218
Maize_Root;14;P;1.931
Maize_Root;14;P;1.219
Maize_Root;14;P;1.473
Maize_Root;14;P;1.756
Maize_Root;14;P;3.149
Maize_Root;14;P;2.802
Maize_Root;14;P;0.787
Maize_Root;14;Fe;1.398
Maize_Root;14;Fe;1.995
Maize_Root;14;Fe;1.331
Maize_Root;14;Fe;1.838
Maize_Root;14;Fe;1.082
Maize_Root;14;Fe;1.995
Maize_Root;14;Fe;2.41
Maize_Root;14;P/Fe;2.951
Maize_Root;14;P/Fe;2.045
Maize_Root;14;P/Fe;2.092
Maize_Root;14;P/Fe;2.783
Maize_Root;14;P/Fe;1.562
Maize_Root;14;P/Fe;2.508
Maize_Root;14;P/Fe;2.181
Maize_Shoot;0;C;1.265
Maize_Shoot;0;C;0.467
Maize_Shoot;0;C;1.229
Maize_Shoot;0;C;1.239
Maize_Shoot;0;C;0.699
Maize_Shoot;0;C;1.377
Maize_Shoot;0;C;1.73
Maize_Shoot;0;P;0.563
Maize_Shoot;0;P;0.624
Maize_Shoot;0;P;0.888
Maize_Shoot;0;P;0.807
Maize_Shoot;0;P;0.592
Maize_Shoot;0;P;0.774
Maize_Shoot;0;P;0.643
Maize_Shoot;0;Fe;0.939
Maize_Shoot;0;Fe;0.48
Maize_Shoot;0;Fe;0.576
Maize_Shoot;0;Fe;0.446
Maize_Shoot;0;Fe;0.279
Maize_Shoot;0;Fe;1.053
Maize_Shoot;0;Fe;0.368
Maize_Shoot;0;P/Fe;0.422
Maize_Shoot;0;P/Fe;0.542
Maize_Shoot;0;P/Fe;1.095
Maize_Shoot;0;P/Fe;0.373
Maize_Shoot;0;P/Fe;0.64
Maize_Shoot;0;P/Fe;0.708
Maize_Shoot;0;P/Fe;0.142
Maize_Shoot;2;C;0.743
Maize_Shoot;2;C;2.461
Maize_Shoot;2;C;2.511
Maize_Shoot;2;C;1.24
Maize_Shoot;2;C;0.701
Maize_Shoot;2;C;0.689
Maize_Shoot;2;C;2.076
Maize_Shoot;2;P;2.054
Maize_Shoot;2;P;1.391
Maize_Shoot;2;P;0.956
Maize_Shoot;2;P;1.517
Maize_Shoot;2;P;1.717
Maize_Shoot;2;P;2.132
Maize_Shoot;2;P;1.856
Maize_Shoot;2;Fe;1.557
Maize_Shoot;2;Fe;1.245
Maize_Shoot;2;Fe;1.988
Maize_Shoot;2;Fe;1.436
Maize_Shoot;2;Fe;0.806
Maize_Shoot;2;Fe;2.049
Maize_Shoot;2;Fe;2.047
Maize_Shoot;2;P/Fe;1.09
Maize_Shoot;2;P/Fe;0.55
Maize_Shoot;2;P/Fe;0.863
Maize_Shoot;2;P/Fe;1.558
Maize_Shoot;2;P/Fe;2.375
Maize_Shoot;2;P/Fe;1.565
Maize_Shoot;2;P/Fe;2.215
Maize_Shoot;4;C;1.228
Maize_Shoot;4;C;2.983
Maize_Shoot;4;C;1.995
Maize_Shoot;4;C;1.946
Maize_Shoot;4;C;0.863
Maize_Shoot;4;C;0.977
Maize_Shoot;4;C;2.664
Maize_Shoot;4;P;0.415
Maize_Shoot;4;P;2.776
Maize_Shoot;4;P;2.774
Maize_Shoot;4;P;2.053
Maize_Shoot;4;P;0.759
Maize_Shoot;4;P;2.568
Maize_Shoot;4;P;3.504
Maize_Shoot;4;Fe;2.462
Maize_Shoot;4;Fe;1.139
Maize_Shoot;4;Fe;1.861
Maize_Shoot;4;Fe;2.975
Maize_Shoot;4;Fe;2.2
Maize_Shoot;4;Fe;1.519
Maize_Shoot;4;Fe;1.421
Maize_Shoot;4;P/Fe;1.239
Maize_Shoot;4;P/Fe;2.03
Maize_Shoot;4;P/Fe;0.758
Maize_Shoot;4;P/Fe;1.813
Maize_Shoot;4;P/Fe;1.994
Maize_Shoot;4;P/Fe;1.632
Maize_Shoot;4;P/Fe;2.79
Maize_Shoot;7;C;3.79
Maize_Shoot;7;C;1.342
Maize_Shoot;7;C;2.86
Maize_Shoot;7;C;1.256
Maize_Shoot;7;C;4.168
Maize_Shoot;7;C;2.918
Maize_Shoot;7;C;1.383
Maize_Shoot;7;P;3.839
Maize_Shoot;7;P;3.598
Maize_Shoot;7;P;1.276
Maize_Shoot;7;P;2.622
Maize_Shoot;7;P;1.09
Maize_Shoot;7;P;1.746
Maize_Shoot;7;P;3.146
Maize_Shoot;7;Fe;3.015
Maize_Shoot;7;Fe;0.935
Maize_Shoot;7;Fe;2.765
Maize_Shoot;7;Fe;1.702
Maize_Shoot;7;Fe;3.397
Maize_Shoot;7;Fe;2.377
Maize_Shoot;7;Fe;3.425
Maize_Shoot;7;P/Fe;0.61
Maize_Shoot;7;P/Fe;2.864
Maize_Shoot;7;P/Fe;3.639
Maize_Shoot;7;P/Fe;1.266
Maize_Shoot;7;P/Fe;0.574
Maize_Shoot;7;P/Fe;2.094
Maize_Shoot;7;P/Fe;0.913
Maize_Shoot;9;C;2.214
Maize_Shoot;9;C;2.86
Maize_Shoot;9;C;4.633
Maize_Shoot;9;C;4.674
Maize_Shoot;9;C;2.185
Maize_Shoot;9;C;1.823
Maize_Shoot;9;C;2.909
Maize_Shoot;9;P;1.257
Maize_Shoot;9;P;3.865
Maize_Shoot;9;P;3.657
Maize_Shoot;9;P;2.077
Maize_Shoot;9;P;1.43
Maize_Shoot;9;P;1.779
Maize_Shoot;9;P;5.234
Maize_Shoot;9;Fe;4.142
Maize_Shoot;9;Fe;2.517
Maize_Shoot;9;Fe;3.946
Maize_Shoot;9;Fe;3.724
Maize_Shoot;9;Fe;1.34
Maize_Shoot;9;Fe;4.083
Maize_Shoot;9;Fe;2.964
Maize_Shoot;9;P/Fe;1.598
Maize_Shoot;9;P/Fe;1.827
Maize_Shoot;9;P/Fe;3.701
Maize_Shoot;9;P/Fe;2.464
Maize_Shoot;9;P/Fe;3.128
Maize_Shoot;9;P/Fe;2.823
Maize_Shoot;9;P/Fe;4.156
Maize_Shoot;11;C;5.706
Maize_Shoot;11;C;1.969
Maize_Shoot;11;C;4.416
Maize_Shoot;11;C;6.302
Maize_Shoot;11;C;2.607
Maize_Shoot;11;C;2.736
Maize_Shoot;11;C;4.362
Maize_Shoot;11;P;4.419
Maize_Shoot;11;P;1.67
Maize_Shoot;11;P;5.031
Maize_Shoot;11;P;2.656
Maize_Shoot;11;P;6.716
Maize_Shoot;11;P;1.913
Maize_Shoot;11;P;5.038
Maize_Shoot;11;Fe;5.072
Maize_Shoot;11;Fe;2.682
Maize_Shoot;11;Fe;4.166
Maize_Shoot;11;Fe;4.051
Maize_Shoot;11;Fe;4.39
Maize_Shoot;11;Fe;5.205
Maize_Shoot;11;Fe;3.094
Maize_Shoot;11;P/Fe;1.319
Maize_Shoot;11;P/Fe;4.043
Maize_Shoot;11;P/Fe;5.426
Maize_Shoot;11;P/Fe;4.894
Maize_Shoot;11;P/Fe;4.202
Maize_Shoot;11;P/Fe;4.449
Maize_Shoot;11;P/Fe;0.917
Maize_Shoot;14;C;10.64
Maize_Shoot;14;C;2.713
Maize_Shoot;14;C;10.977
Maize_Shoot;14;C;7.692
Maize_Shoot;14;C;6.31
Maize_Shoot;14;C;8.131
Maize_Shoot;14;C;7.039
Maize_Shoot;14;P;6.073
Maize_Shoot;14;P;5.667
Maize_Shoot;14;P;6.412
Maize_Shoot;14;P;5.98
Maize_Shoot;14;P;10.377
Maize_Shoot;14;P;10.507
Maize_Shoot;14;P;4.24
Maize_Shoot;14;Fe;4.042
Maize_Shoot;14;Fe;5.22
Maize_Shoot;14;Fe;6.384
Maize_Shoot;14;Fe;7.318
Maize_Shoot;14;Fe;3.981
Maize_Shoot;14;Fe;5.442
Maize_Shoot;14;Fe;6.862
Maize_Shoot;14;P/Fe;7.979
Maize_Shoot;14;P/Fe;4.937
Maize_Shoot;14;P/Fe;6.812
Maize_Shoot;14;P/Fe;6.583
Maize_Shoot;14;P/Fe;4.368
Maize_Shoot;14;P/Fe;6.504
Maize_Shoot;14;P/Fe;6.377
Tomato_Root;0;C;0.008
Tomato_Root;0;C;0.014
Tomato_Root;0;C;0.016
Tomato_Root;0;C;0.011
Tomato_Root;0;C;0.014
Tomato_Root;0;C;0.02
Tomato_Root;0;C;0.003
Tomato_Root;0;P;0.025
Tomato_Root;0;P;0.005
Tomato_Root;0;P;0.01
Tomato_Root;0;P;0.024
Tomato_Root;0;P;0.032
Tomato_Root;0;P;0.007
Tomato_Root;0;P;0.013
Tomato_Root;0;Fe;0.018
Tomato_Root;0;Fe;0.015
Tomato_Root;0;Fe;0.014
Tomato_Root;0;Fe;0.02
Tomato_Root;0;Fe;0.021
Tomato_Root;0;Fe;0.01
Tomato_Root;0;Fe;0.019
Tomato_Root;0;P/Fe;0.004
Tomato_Root;0;P/Fe;0.016
Tomato_Root;0;P/Fe;0.013
Tomato_Root;0;P/Fe;0.021
Tomato_Root;0;P/Fe;0.008
Tomato_Root;0;P/Fe;0.012
Tomato_Root;0;P/Fe;0.014
Tomato_Root;1;C;0.021
Tomato_Root;1;C;0.015
Tomato_Root;1;C;0.007
Tomato_Root;1;C;0.01
Tomato_Root;1;C;0.019
Tomato_Root;1;C;0.01
Tomato_Root;1;C;0.018
Tomato_Root;1;P;0.018
Tomato_Root;1;P;0.015
Tomato_Root;1;P;0.015
Tomato_Root;1;P;0.011
Tomato_Root;1;P;0.014
Tomato_Root;1;P;0.014
Tomato_Root;1;P;0.013
Tomato_Root;1;Fe;0.017
Tomato_Root;1;Fe;0.02
Tomato_Root;1;Fe;0.015
Tomato_Root;1;Fe;0.016
Tomato_Root;1;Fe;0.03
Tomato_Root;1;Fe;0.012
Tomato_Root;1;Fe;0.014
Tomato_Root;1;P/Fe;0.023
Tomato_Root;1;P/Fe;0.008
Tomato_Root;1;P/Fe;0.012
Tomato_Root;1;P/Fe;0.007
Tomato_Root;1;P/Fe;0.016
Tomato_Root;1;P/Fe;0.009
Tomato_Root;1;P/Fe;0.011
Tomato_Root;3;C;0.031
Tomato_Root;3;C;0.022
Tomato_Root;3;C;0.018
Tomato_Root;3;C;0.028
Tomato_Root;3;C;0.045
Tomato_Root;3;C;0.028
Tomato_Root;3;C;0.023
Tomato_Root;3;P;0.034
Tomato_Root;3;P;0.066
Tomato_Root;3;P;0.044
Tomato_Root;3;P;0.056
Tomato_Root;3;P;0.048
Tomato_Root;3;P;0.048
Tomato_Root;3;P;0.034
Tomato_Root;3;Fe;0.035
Tomato_Root;3;Fe;0.033
Tomato_Root;3;Fe;0.028
Tomato_Root;3;Fe;0.028
Tomato_Root;3;Fe;0.034
Tomato_Root;3;Fe;0.04
Tomato_Root;3;Fe;0.043
Tomato_Root;3;P/Fe;0.04
Tomato_Root;3;P/Fe;0.038
Tomato_Root;3;P/Fe;0.044
Tomato_Root;3;P/Fe;0.021
Tomato_Root;3;P/Fe;0.037
Tomato_Root;3;P/Fe;0.029
Tomato_Root;3;P/Fe;0.046
Tomato_Root;7;C;0.062
Tomato_Root;7;C;0.061
Tomato_Root;7;C;0.067
Tomato_Root;7;C;0.071
Tomato_Root;7;C;0.096
Tomato_Root;7;C;0.093
Tomato_Root;7;C;0.131
Tomato_Root;7;P;0.117
Tomato_Root;7;P;0.082
Tomato_Root;7;P;0.163
Tomato_Root;7;P;0.082
Tomato_Root;7;P;0.094
Tomato_Root;7;P;0.057
Tomato_Root;7;P;0.042
Tomato_Root;7;Fe;0.085
Tomato_Root;7;Fe;0.081
Tomato_Root;7;Fe;0.114
Tomato_Root;7;Fe;0.106
Tomato_Root;7;Fe;0.082
Tomato_Root;7;Fe;0.098
Tomato_Root;7;Fe;0.093
Tomato_Root;7;P/Fe;0.099
Tomato_Root;7;P/Fe;0.117
Tomato_Root;7;P/Fe;0.11
Tomato_Root;7;P/Fe;0.063
Tomato_Root;7;P/Fe;0.086
Tomato_Root;7;P/Fe;0.101
Tomato_Root;7;P/Fe;0.064
Tomato_Root;9;C;0.126
Tomato_Root;9;C;0.116
Tomato_Root;9;C;0.094
Tomato_Root;9;C;0.136
Tomato_Root;9;C;0.097
Tomato_Root;9;C;0.212
Tomato_Root;9;C;0.159
Tomato_Root;9;P;0.159
Tomato_Root;9;P;0.209
Tomato_Root;9;P;0.069
Tomato_Root;9;P;0.204
Tomato_Root;9;P;0.181
Tomato_Root;9;P;0.231
Tomato_Root;9;P;0.219
Tomato_Root;9;Fe;0.124
Tomato_Root;9;Fe;0.13
Tomato_Root;9;Fe;0.156
Tomato_Root;9;Fe;0.163
Tomato_Root;9;Fe;0.057
Tomato_Root;9;Fe;0.167
Tomato_Root;9;Fe;0.116
Tomato_Root;9;P/Fe;0.128
Tomato_Root;9;P/Fe;0.184
Tomato_Root;9;P/Fe;0.133
Tomato_Root;9;P/Fe;0.084
Tomato_Root;9;P/Fe;0.092
Tomato_Root;9;P/Fe;0.111
Tomato_Root;9;P/Fe;0.092
Tomato_Root;11;C;0.249
Tomato_Root;11;C;0.258
Tomato_Root;11;C;0.244
Tomato_Root;11;C;0.293
Tomato_Root;11;C;0.234
Tomato_Root;11;C;0.361
Tomato_Root;11;C;0.326
Tomato_Root;11;P;0.236
Tomato_Root;11;P;0.207
Tomato_Root;11;P;0.181
Tomato_Root;11;P;0.111
Tomato_Root;11;P;0.187
Tomato_Root;11;P;0.1
Tomato_Root;11;P;0.32
Tomato_Root;11;Fe;0.207
Tomato_Root;11;Fe;0.185
Tomato_Root;11;Fe;0.439
Tomato_Root;11;Fe;0.228
Tomato_Root;11;Fe;0.104
Tomato_Root;11;Fe;0.251
Tomato_Root;11;Fe;0.154
Tomato_Root;11;P/Fe;0.207
Tomato_Root;11;P/Fe;0.191
Tomato_Root;11;P/Fe;0.27
Tomato_Root;11;P/Fe;0.15
Tomato_Root;11;P/Fe;0.205
Tomato_Root;11;P/Fe;0.253
Tomato_Root;11;P/Fe;0.137
Tomato_Root;14;C;0.421
Tomato_Root;14;C;0.405
Tomato_Root;14;C;0.33
Tomato_Root;14;C;0.343
Tomato_Root;14;C;0.879
Tomato_Root;14;C;0.292
Tomato_Root;14;C;0.555
Tomato_Root;14;P;0.399
Tomato_Root;14;P;0.297
Tomato_Root;14;P;0.254
Tomato_Root;14;P;0.236
Tomato_Root;14;P;0.314
Tomato_Root;14;P;0.298
Tomato_Root;14;P;0.31
Tomato_Root;14;Fe;0.183
Tomato_Root;14;Fe;0.183
Tomato_Root;14;Fe;0.347
Tomato_Root;14;Fe;0.296
Tomato_Root;14;Fe;0.186
Tomato_Root;14;Fe;0.563
Tomato_Root;14;Fe;0.34
Tomato_Root;14;P/Fe;0.247
Tomato_Root;14;P/Fe;0.122
Tomato_Root;14;P/Fe;0.35
Tomato_Root;14;P/Fe;0.138
Tomato_Root;14;P/Fe;0.32
Tomato_Root;14;P/Fe;0.231
Tomato_Root;14;P/Fe;0.214
Tomato_Shoot;0;C;0.081
Tomato_Shoot;0;C;0.109
Tomato_Shoot;0;C;0.1
Tomato_Shoot;0;C;0.077
Tomato_Shoot;0;C;0.108
Tomato_Shoot;0;C;0.155
Tomato_Shoot;0;C;0.055
Tomato_Shoot;0;P;0.136
Tomato_Shoot;0;P;0.042
Tomato_Shoot;0;P;0.093
Tomato_Shoot;0;P;0.073
Tomato_Shoot;0;P;0.149
Tomato_Shoot;0;P;0.049
Tomato_Shoot;0;P;0.093
Tomato_Shoot;0;Fe;0.101
Tomato_Shoot;0;Fe;0.138
Tomato_Shoot;0;Fe;0.14
Tomato_Shoot;0;Fe;0.126
Tomato_Shoot;0;Fe;0.207
Tomato_Shoot;0;Fe;0.063
Tomato_Shoot;0;Fe;0.119
Tomato_Shoot;0;P/Fe;0.077
Tomato_Shoot;0;P/Fe;0.137
Tomato_Shoot;0;P/Fe;0.105
Tomato_Shoot;0;P/Fe;0.122
Tomato_Shoot;0;P/Fe;0.099
Tomato_Shoot;0;P/Fe;0.102
Tomato_Shoot;0;P/Fe;0.096
Tomato_Shoot;1;C;0.107
Tomato_Shoot;1;C;0.165
Tomato_Shoot;1;C;0.11
Tomato_Shoot;1;C;0.131
Tomato_Shoot;1;C;0.191
Tomato_Shoot;1;C;0.111
Tomato_Shoot;1;C;0.15
Tomato_Shoot;1;P;0.182
Tomato_Shoot;1;P;0.17
Tomato_Shoot;1;P;0.112
Tomato_Shoot;1;P;0.111
Tomato_Shoot;1;P;0.129
Tomato_Shoot;1;P;0.137
Tomato_Shoot;1;P;0.186
Tomato_Shoot;1;Fe;0.178
Tomato_Shoot;1;Fe;0.157
Tomato_Shoot;1;Fe;0.166
Tomato_Shoot;1;Fe;0.156
Tomato_Shoot;1;Fe;0.157
Tomato_Shoot;1;Fe;0.094
Tomato_Shoot;1;Fe;0.148
Tomato_Shoot;1;P/Fe;0.158
Tomato_Shoot;1;P/Fe;0.076
Tomato_Shoot;1;P/Fe;0.131
Tomato_Shoot;1;P/Fe;0.101
Tomato_Shoot;1;P/Fe;0.141
Tomato_Shoot;1;P/Fe;0.056
Tomato_Shoot;1;P/Fe;0.097
Tomato_Shoot;3;C;0.222
Tomato_Shoot;3;C;0.239
Tomato_Shoot;3;C;0.202
Tomato_Shoot;3;C;0.266
Tomato_Shoot;3;C;0.253
Tomato_Shoot;3;C;0.194
Tomato_Shoot;3;C;0.218
Tomato_Shoot;3;P;0.226
Tomato_Shoot;3;P;0.267
Tomato_Shoot;3;P;0.268
Tomato_Shoot;3;P;0.29
Tomato_Shoot;3;P;0.25
Tomato_Shoot;3;P;0.262
Tomato_Shoot;3;P;0.166
Tomato_Shoot;3;Fe;0.249
Tomato_Shoot;3;Fe;0.212
Tomato_Shoot;3;Fe;0.239
Tomato_Shoot;3;Fe;0.22
Tomato_Shoot;3;Fe;0.219
Tomato_Shoot;3;Fe;0.193
Tomato_Shoot;3;Fe;0.268
Tomato_Shoot;3;P/Fe;0.214
Tomato_Shoot;3;P/Fe;0.236
Tomato_Shoot;3;P/Fe;0.224
Tomato_Shoot;3;P/Fe;0.114
Tomato_Shoot;3;P/Fe;0.212
Tomato_Shoot;3;P/Fe;0.182
Tomato_Shoot;3;P/Fe;0.224
Tomato_Shoot;7;C;0.621
Tomato_Shoot;7;C;0.469
Tomato_Shoot;7;C;0.437
Tomato_Shoot;7;C;0.488
Tomato_Shoot;7;C;0.768
Tomato_Shoot;7;C;0.683
Tomato_Shoot;7;C;0.771
Tomato_Shoot;7;P;0.343
Tomato_Shoot;7;P;0.306
Tomato_Shoot;7;P;0.358
Tomato_Shoot;7;P;0.433
Tomato_Shoot;7;P;0.41
Tomato_Shoot;7;P;0.276
Tomato_Shoot;7;P;0.341
Tomato_Shoot;7;Fe;0.356
Tomato_Shoot;7;Fe;0.505
Tomato_Shoot;7;Fe;0.469
Tomato_Shoot;7;Fe;0.385
Tomato_Shoot;7;Fe;0.45
Tomato_Shoot;7;Fe;0.503
Tomato_Shoot;7;Fe;0.45
Tomato_Shoot;7;P/Fe;0.267
Tomato_Shoot;7;P/Fe;0.323
Tomato_Shoot;7;P/Fe;0.36
Tomato_Shoot;7;P/Fe;0.24
Tomato_Shoot;7;P/Fe;0.338
Tomato_Shoot;7;P/Fe;0.331
Tomato_Shoot;7;P/Fe;0.231
Tomato_Shoot;9;C;0.934
Tomato_Shoot;9;C;1.033
Tomato_Shoot;9;C;0.831
Tomato_Shoot;9;C;0.94
Tomato_Shoot;9;C;0.686
Tomato_Shoot;9;C;1.481
Tomato_Shoot;9;C;1.173
Tomato_Shoot;9;P;0.304
Tomato_Shoot;9;P;0.531
Tomato_Shoot;9;P;0.404
Tomato_Shoot;9;P;0.496
Tomato_Shoot;9;P;0.618
Tomato_Shoot;9;P;0.645
Tomato_Shoot;9;P;0.496
Tomato_Shoot;9;Fe;0.447
Tomato_Shoot;9;Fe;0.562
Tomato_Shoot;9;Fe;0.545
Tomato_Shoot;9;Fe;0.652
Tomato_Shoot;9;Fe;0.505
Tomato_Shoot;9;Fe;0.736
Tomato_Shoot;9;Fe;0.52
Tomato_Shoot;9;P/Fe;0.324
Tomato_Shoot;9;P/Fe;0.439
Tomato_Shoot;9;P/Fe;0.383
Tomato_Shoot;9;P/Fe;0.245
Tomato_Shoot;9;P/Fe;0.247
Tomato_Shoot;9;P/Fe;0.28
Tomato_Shoot;9;P/Fe;0.225
Tomato_Shoot;11;C;1.573
Tomato_Shoot;11;C;1.705
Tomato_Shoot;11;C;1.875
Tomato_Shoot;11;C;1.882
Tomato_Shoot;11;C;1.856
Tomato_Shoot;11;C;2.235
Tomato_Shoot;11;C;2.303
Tomato_Shoot;11;P;0.536
Tomato_Shoot;11;P;0.603
Tomato_Shoot;11;P;0.508
Tomato_Shoot;11;P;0.377
Tomato_Shoot;11;P;0.392
Tomato_Shoot;11;P;0.614
Tomato_Shoot;11;P;0.647
Tomato_Shoot;11;Fe;0.683
Tomato_Shoot;11;Fe;0.68
Tomato_Shoot;11;Fe;1.726
Tomato_Shoot;11;Fe;0.87
Tomato_Shoot;11;Fe;0.539
Tomato_Shoot;11;Fe;0.733
Tomato_Shoot;11;Fe;0.528
